OriginZip,DestinationZip,num_orders,count_orders,max_orders,avg_volume,max_volume,min_volume
10163,24030,1,1,1,108.0,108.0,108.0
10163,29009,1,1,1,108.0,108.0,108.0
10163,37879,1,1,1,162.0,162.0,162.0
10163,41390,1,1,1,120.0,120.0,120.0
10163,47524,1,1,1,540.0,540.0,540.0
10163,55043,1,1,1,300.0,300.0,300.0
10163,71730,1,1,1,108.0,108.0,108.0
10163,78738,1,1,1,150.0,150.0,150.0
10163,82070,1,1,1,60.0,60.0,60.0
11797,10065,2,1,2,480.0,480.0,480.0
12409,1094,1,1,1,104.0,104.0,104.0
12409,1910,3,2,2,715.5,1323.0,108.0
12409,4063,1,1,1,2304.0,2304.0,2304.0
12409,5741,1,1,1,108.0,108.0,108.0
12409,6029,1,1,1,120.0,120.0,120.0
12409,8087,1,1,1,240.0,240.0,240.0
12409,9718,1,1,1,1040.0,1040.0,1040.0
12409,11975,1,1,1,238.0,238.0,238.0
12409,13302,1,1,1,1323.0,1323.0,1323.0
12409,14150,1,1,1,150.0,150.0,150.0
12409,14580,1,1,1,108.0,108.0,108.0
12409,17769,1,1,1,300.0,300.0,300.0
12409,19137,1,1,1,3240.0,3240.0,3240.0
12409,21775,1,1,1,1040.0,1040.0,1040.0
12409,26036,1,1,1,720.0,720.0,720.0
12409,27529,2,2,1,462.0,660.0,264.0
12409,27864,1,1,1,120.0,120.0,120.0
12409,29935,2,1,2,108.0,108.0,108.0
12409,30456,1,1,1,504.0,504.0,504.0
12409,31408,1,1,1,720.0,720.0,720.0
12409,32920,1,1,1,300.0,300.0,300.0
12409,33550,1,1,1,120.0,120.0,120.0
12409,33914,1,1,1,108.0,108.0,108.0
12409,34277,1,1,1,108.0,108.0,108.0
12409,38835,2,1,2,108.0,108.0,108.0
12409,40211,1,1,1,238.0,238.0,238.0
12409,43531,1,1,1,1547.0,1547.0,1547.0
12409,43699,1,1,1,108.0,108.0,108.0
12409,44904,1,1,1,540.0,540.0,540.0
12409,46228,1,1,1,120.0,120.0,120.0
12409,47577,1,1,1,150.0,150.0,150.0
12409,48114,1,1,1,238.0,238.0,238.0
12409,50144,1,1,1,60.0,60.0,60.0
12409,52328,1,1,1,150.0,150.0,150.0
12409,52774,1,1,1,300.0,300.0,300.0
12409,53176,1,1,1,660.0,660.0,660.0
12409,54230,1,1,1,660.0,660.0,660.0
12409,54612,3,1,3,108.0,108.0,108.0
12409,57724,1,1,1,108.0,108.0,108.0
12409,58109,1,1,1,108.0,108.0,108.0
12409,59255,1,1,1,540.0,540.0,540.0
12409,59853,1,1,1,540.0,540.0,540.0
12409,60197,1,1,1,108.0,108.0,108.0
12409,61454,1,1,1,640.0,640.0,640.0
12409,61924,1,1,1,108.0,108.0,108.0
12409,64155,1,1,1,238.0,238.0,238.0
12409,67526,1,1,1,540.0,540.0,540.0
12409,68752,2,1,2,528.0,528.0,528.0
12409,70453,1,1,1,300.0,300.0,300.0
12409,71250,1,1,1,240.0,240.0,240.0
12409,77378,2,1,2,240.0,240.0,240.0
12409,78783,1,1,1,108.0,108.0,108.0
12409,80150,1,1,1,300.0,300.0,300.0
12409,83549,1,1,1,120.0,120.0,120.0
12409,90008,1,1,1,240.0,240.0,240.0
12409,93434,1,1,1,108.0,108.0,108.0
12409,95138,2,1,2,540.0,540.0,540.0
12409,96058,1,1,1,240.0,240.0,240.0
12409,97101,1,1,1,640.0,640.0,640.0
12409,97110,1,1,1,108.0,108.0,108.0
12409,98314,1,1,1,1547.0,1547.0,1547.0
12565,8007,1,1,1,1152.0,1152.0,1152.0
12565,10454,1,1,1,405.0,405.0,405.0
12565,21627,1,1,1,60.0,60.0,60.0
12565,23506,1,1,1,108.0,108.0,108.0
12565,24062,1,1,1,5200.0,5200.0,5200.0
12565,27594,1,1,1,60.0,60.0,60.0
12565,28631,1,1,1,60.0,60.0,60.0
12565,37828,1,1,1,300.0,300.0,300.0
12565,43469,1,1,1,280.0,280.0,280.0
12565,51041,1,1,1,60.0,60.0,60.0
12565,51401,1,1,1,60.0,60.0,60.0
12565,57722,1,1,1,60.0,60.0,60.0
12565,57724,1,1,1,648.0,648.0,648.0
12565,59864,2,1,2,60.0,60.0,60.0
12565,60953,1,1,1,300.0,300.0,300.0
12565,74053,1,1,1,405.0,405.0,405.0
12565,78162,1,1,1,60.0,60.0,60.0
12565,80514,1,1,1,60.0,60.0,60.0
12565,84101,1,1,1,108.0,108.0,108.0
12565,88316,1,1,1,117.0,117.0,117.0
12565,92117,1,1,1,125.0,125.0,125.0
12565,92572,1,1,1,240.0,240.0,240.0
12565,94146,1,1,1,240.0,240.0,240.0
12565,97219,1,1,1,120.0,120.0,120.0
16352,10580,1,1,1,108.0,108.0,108.0
16352,14174,1,1,1,108.0,108.0,108.0
16914,26266,1,1,1,1320.0,1320.0,1320.0
16914,27828,1,1,1,480.0,480.0,480.0
16914,45243,1,1,1,1320.0,1320.0,1320.0
17072,1460,1,1,1,432.0,432.0,432.0
17072,2120,1,1,1,5200.0,5200.0,5200.0
17072,2828,1,1,1,60.0,60.0,60.0
17072,3223,1,1,1,108.0,108.0,108.0
17072,4539,1,1,1,60.0,60.0,60.0
17072,6153,1,1,1,240.0,240.0,240.0
17072,6442,1,1,1,176.0,176.0,176.0
17072,6502,1,1,1,300.0,300.0,300.0
17072,6702,1,1,1,238.0,238.0,238.0
17072,7097,1,1,1,432.0,432.0,432.0
17072,7879,1,1,1,120.0,120.0,120.0
17072,7950,1,1,1,120.0,120.0,120.0
17072,8846,1,1,1,1296.0,1296.0,1296.0
17072,9499,1,1,1,540.0,540.0,540.0
17072,11249,1,1,1,432.0,432.0,432.0
17072,11405,5,1,5,60.0,60.0,60.0
17072,13092,1,1,1,108.0,108.0,108.0
17072,13736,1,1,1,72.0,72.0,72.0
17072,13833,1,1,1,128.0,128.0,128.0
17072,13847,1,1,1,540.0,540.0,540.0
17072,14075,2,1,2,108.0,108.0,108.0
17072,14819,1,1,1,60.0,60.0,60.0
17072,15265,2,1,2,150.0,150.0,150.0
17072,15435,1,1,1,238.0,238.0,238.0
17072,15461,1,1,1,240.0,240.0,240.0
17072,15623,3,1,3,300.0,300.0,300.0
17072,15663,1,1,1,300.0,300.0,300.0
17072,15714,1,1,1,77.0,77.0,77.0
17072,16644,2,2,1,96.0,108.0,84.0
17072,16699,4,1,4,84.0,84.0,84.0
17072,16743,1,1,1,60.0,60.0,60.0
17072,17266,1,1,1,240.0,240.0,240.0
17072,17582,1,1,1,2304.0,2304.0,2304.0
17072,18846,1,1,1,300.0,300.0,300.0
17072,20456,1,1,1,80.0,80.0,80.0
17072,22102,1,1,1,135.0,135.0,135.0
17072,22577,1,1,1,288.0,288.0,288.0
17072,22655,1,1,1,108.0,108.0,108.0
17072,22729,1,1,1,432.0,432.0,432.0
17072,23043,2,2,1,195.0,300.0,90.0
17072,26717,1,1,1,616.0,616.0,616.0
17072,27529,1,1,1,288.0,288.0,288.0
17072,28043,1,1,1,1463.0,1463.0,1463.0
17072,28306,1,1,1,160.0,160.0,160.0
17072,28675,1,1,1,60.0,60.0,60.0
17072,28722,1,1,1,72.0,72.0,72.0
17072,28754,1,1,1,120.0,120.0,120.0
17072,30069,1,1,1,240.0,240.0,240.0
17072,32317,1,1,1,300.0,300.0,300.0
17072,32455,1,1,1,160.0,160.0,160.0
17072,32610,1,1,1,238.0,238.0,238.0
17072,34278,1,1,1,238.0,238.0,238.0
17072,34745,1,1,1,240.0,240.0,240.0
17072,35139,1,1,1,1547.0,1547.0,1547.0
17072,36560,1,1,1,60.0,60.0,60.0
17072,37687,1,1,1,238.0,238.0,238.0
17072,37722,1,1,1,300.0,300.0,300.0
17072,38238,3,1,3,720.0,720.0,720.0
17072,38503,1,1,1,60.0,60.0,60.0
17072,39553,1,1,1,160.0,160.0,160.0
17072,40380,1,1,1,528.0,528.0,528.0
17072,41015,1,1,1,288.0,288.0,288.0
17072,41332,1,1,1,456.0,456.0,456.0
17072,41390,1,1,1,300.0,300.0,300.0
17072,42223,1,1,1,540.0,540.0,540.0
17072,43772,1,1,1,456.0,456.0,456.0
17072,43824,2,2,1,414.0,528.0,300.0
17072,44024,1,1,1,240.0,240.0,240.0
17072,45144,1,1,1,108.0,108.0,108.0
17072,45410,1,1,1,238.0,238.0,238.0
17072,46244,1,1,1,280.0,280.0,280.0
17072,46391,1,1,1,108.0,108.0,108.0
17072,47001,1,1,1,280.0,280.0,280.0
17072,48827,1,1,1,240.0,240.0,240.0
17072,49454,1,1,1,300.0,300.0,300.0
17072,52726,1,1,1,120.0,120.0,120.0
17072,54230,1,1,1,238.0,238.0,238.0
17072,54856,3,1,3,240.0,240.0,240.0
17072,55043,1,1,1,280.0,280.0,280.0
17072,55316,1,1,1,72.0,72.0,72.0
17072,57117,1,1,1,72.0,72.0,72.0
17072,58580,1,1,1,240.0,240.0,240.0
17072,62284,1,1,1,2304.0,2304.0,2304.0
17072,62410,1,1,1,456.0,456.0,456.0
17072,62840,1,1,1,72.0,72.0,72.0
17072,63039,1,1,1,504.0,504.0,504.0
17072,63541,1,1,1,456.0,456.0,456.0
17072,64089,2,1,2,60.0,60.0,60.0
17072,64164,1,1,1,504.0,504.0,504.0
17072,64505,1,1,1,1040.0,1040.0,1040.0
17072,65321,1,1,1,72.0,72.0,72.0
17072,65470,1,1,1,5200.0,5200.0,5200.0
17072,65641,1,1,1,150.0,150.0,150.0
17072,66524,1,1,1,150.0,150.0,150.0
17072,67868,2,1,2,150.0,150.0,150.0
17072,68130,1,1,1,108.0,108.0,108.0
17072,68663,1,1,1,240.0,240.0,240.0
17072,68882,1,1,1,300.0,300.0,300.0
17072,70893,1,1,1,238.0,238.0,238.0
17072,73488,1,1,1,456.0,456.0,456.0
17072,75443,1,1,1,300.0,300.0,300.0
17072,76208,1,1,1,154.0,154.0,154.0
17072,76559,1,1,1,540.0,540.0,540.0
17072,76909,1,1,1,756.0,756.0,756.0
17072,80740,1,1,1,150.0,150.0,150.0
17072,81036,1,1,1,238.0,238.0,238.0
17072,81632,1,1,1,300.0,300.0,300.0
17072,83661,1,1,1,504.0,504.0,504.0
17072,83835,1,1,1,72.0,72.0,72.0
17072,84061,2,1,2,108.0,108.0,108.0
17072,85027,1,1,1,238.0,238.0,238.0
17072,87728,1,1,1,240.0,240.0,240.0
17072,88136,1,1,1,240.0,240.0,240.0
17072,89102,1,1,1,300.0,300.0,300.0
17072,92702,2,1,2,60.0,60.0,60.0
17072,93775,1,1,1,456.0,456.0,456.0
17072,94064,1,1,1,243.0,243.0,243.0
17072,97491,1,1,1,77.0,77.0,77.0
17072,98144,1,1,1,300.0,300.0,300.0
17072,99768,1,1,1,120.0,120.0,120.0
21849,49785,2,1,2,150.0,150.0,150.0
25315,4609,1,1,1,270.0,270.0,270.0
25315,4747,1,1,1,4830.0,4830.0,4830.0
25315,14416,2,1,2,108.0,108.0,108.0
25315,19474,1,1,1,4830.0,4830.0,4830.0
25315,28214,1,1,1,1716.0,1716.0,1716.0
25315,44501,1,1,1,540.0,540.0,540.0
25315,61078,1,1,1,4830.0,4830.0,4830.0
25315,70763,1,1,1,8448.0,8448.0,8448.0
25315,76155,1,1,1,3696.0,3696.0,3696.0
25315,77082,1,1,1,3696.0,3696.0,3696.0
25315,77843,2,1,2,1716.0,1716.0,1716.0
25315,79464,1,1,1,1080.0,1080.0,1080.0
25315,79990,2,1,2,1547.0,1547.0,1547.0
25315,89041,1,1,1,5200.0,5200.0,5200.0
27045,1474,1,1,1,168.0,168.0,168.0
27045,7544,1,1,1,350.0,350.0,350.0
27045,12122,1,1,1,168.0,168.0,168.0
27045,12209,1,1,1,1716.0,1716.0,1716.0
27045,19346,1,1,1,168.0,168.0,168.0
27045,19435,1,1,1,126.0,126.0,126.0
27045,23480,1,1,1,120.0,120.0,120.0
27045,23927,1,1,1,60.0,60.0,60.0
27045,24464,1,1,1,1547.0,1547.0,1547.0
27045,25174,1,1,1,60.0,60.0,60.0
27045,29378,1,1,1,1716.0,1716.0,1716.0
27045,29482,2,1,2,60.0,60.0,60.0
27045,31081,1,1,1,1547.0,1547.0,1547.0
27045,36072,1,1,1,126.0,126.0,126.0
27045,38703,1,1,1,108.0,108.0,108.0
27045,42214,1,1,1,60.0,60.0,60.0
27045,44436,1,1,1,1716.0,1716.0,1716.0
27045,45325,1,1,1,126.0,126.0,126.0
27045,50170,1,1,1,126.0,126.0,126.0
27045,55342,1,1,1,108.0,108.0,108.0
27045,60482,1,1,1,6256.0,6256.0,6256.0
27045,62011,1,1,1,126.0,126.0,126.0
27045,62639,1,1,1,240.0,240.0,240.0
27045,63348,1,1,1,126.0,126.0,126.0
27045,65723,1,1,1,300.0,300.0,300.0
27045,67738,1,1,1,168.0,168.0,168.0
27045,70737,1,1,1,126.0,126.0,126.0
27045,72410,1,1,1,105.0,105.0,105.0
27045,77272,3,1,3,240.0,240.0,240.0
27045,79240,2,1,2,324.0,324.0,324.0
27045,93933,1,1,1,324.0,324.0,324.0
27045,94553,1,1,1,168.0,168.0,168.0
27045,94610,1,1,1,324.0,324.0,324.0
27152,2536,7,1,7,171.0,171.0,171.0
27152,2920,1,1,1,660.0,660.0,660.0
27152,16743,1,1,1,576.0,576.0,576.0
27152,17050,1,1,1,300.0,300.0,300.0
27152,20124,1,1,1,171.0,171.0,171.0
27152,20413,1,1,1,300.0,300.0,300.0
27152,22849,1,1,1,108.0,108.0,108.0
27152,23085,1,1,1,576.0,576.0,576.0
27152,24843,1,1,1,238.0,238.0,238.0
27152,27529,1,1,1,120.0,120.0,120.0
27152,27706,1,1,1,120.0,120.0,120.0
27152,30023,1,1,1,864.0,864.0,864.0
27152,30642,1,1,1,150.0,150.0,150.0
27152,31015,2,1,2,1040.0,1040.0,1040.0
27152,32082,1,1,1,300.0,300.0,300.0
27152,35645,1,1,1,150.0,150.0,150.0
27152,37144,1,1,1,240.0,240.0,240.0
27152,43606,1,1,1,150.0,150.0,150.0
27152,46181,1,1,1,108.0,108.0,108.0
27152,52328,1,1,1,520.0,520.0,520.0
27152,58757,1,1,1,2400.0,2400.0,2400.0
27152,61321,1,1,1,576.0,576.0,576.0
27152,64062,1,1,1,4000.0,4000.0,4000.0
27152,65721,1,1,1,238.0,238.0,238.0
27152,66951,1,1,1,238.0,238.0,238.0
27152,68119,1,1,1,540.0,540.0,540.0
27152,68752,1,1,1,108.0,108.0,108.0
27152,72313,1,1,1,120.0,120.0,120.0
27152,75681,1,1,1,5200.0,5200.0,5200.0
27152,77275,1,1,1,576.0,576.0,576.0
27152,78202,1,1,1,1040.0,1040.0,1040.0
27152,79355,1,1,1,150.0,150.0,150.0
27152,79907,1,1,1,576.0,576.0,576.0
27152,83816,1,1,1,576.0,576.0,576.0
27152,84752,2,1,2,60.0,60.0,60.0
27152,87056,1,1,1,150.0,150.0,150.0
27152,89429,1,1,1,1287.0,1287.0,1287.0
27152,95333,1,1,1,576.0,576.0,576.0
27152,95497,1,1,1,150.0,150.0,150.0
27152,97626,1,1,1,2304.0,2304.0,2304.0
28159,1971,1,1,1,280.0,280.0,280.0
28159,2303,1,1,1,120.0,120.0,120.0
28159,2871,1,1,1,60.0,60.0,60.0
28159,4348,1,1,1,360.0,360.0,360.0
28159,6088,1,1,1,1540.0,1540.0,1540.0
28159,6758,6,1,6,108.0,108.0,108.0
28159,7511,1,1,1,60.0,60.0,60.0
28159,7933,1,1,1,240.0,240.0,240.0
28159,9233,1,1,1,1026.0,1026.0,1026.0
28159,12134,1,1,1,108.0,108.0,108.0
28159,12701,2,1,2,1344.0,1344.0,1344.0
28159,13760,1,1,1,504.0,504.0,504.0
28159,15261,1,1,1,108.0,108.0,108.0
28159,15489,1,1,1,1000.0,1000.0,1000.0
28159,15644,1,1,1,120.0,120.0,120.0
28159,16033,1,1,1,150.0,150.0,150.0
28159,18256,1,1,1,150.0,150.0,150.0
28159,18357,1,1,1,432.0,432.0,432.0
28159,19472,1,1,1,150.0,150.0,150.0
28159,19701,1,1,1,150.0,150.0,150.0
28159,20071,1,1,1,204.0,204.0,204.0
28159,20435,1,1,1,120.0,120.0,120.0
28159,20537,2,1,2,160.0,160.0,160.0
28159,20586,1,1,1,200.0,200.0,200.0
28159,20842,1,1,1,308.0,308.0,308.0
28159,21046,1,1,1,432.0,432.0,432.0
28159,21536,1,1,1,108.0,108.0,108.0
28159,23223,2,1,2,120.0,120.0,120.0
28159,23670,1,1,1,440.0,440.0,440.0
28159,23901,2,1,2,120.0,120.0,120.0
28159,25267,1,1,1,432.0,432.0,432.0
28159,26056,1,1,1,204.0,204.0,204.0
28159,27055,1,1,1,60.0,60.0,60.0
28159,27529,1,1,1,120.0,120.0,120.0
28159,27851,1,1,1,432.0,432.0,432.0
28159,27938,1,1,1,108.0,108.0,108.0
28159,27972,2,2,1,573.0,1026.0,120.0
28159,28311,1,1,1,120.0,120.0,120.0
28159,29302,2,1,2,1190.0,1190.0,1190.0
28159,29325,1,1,1,240.0,240.0,240.0
28159,29385,1,1,1,300.0,300.0,300.0
28159,30220,2,1,2,120.0,120.0,120.0
28159,30555,1,1,1,120.0,120.0,120.0
28159,32422,1,1,1,280.0,280.0,280.0
28159,33032,1,1,1,104.0,104.0,104.0
28159,33757,1,1,1,660.0,660.0,660.0
28159,33775,1,1,1,204.0,204.0,204.0
28159,35063,1,1,1,660.0,660.0,660.0
28159,35769,1,1,1,108.0,108.0,108.0
28159,35907,1,1,1,204.0,204.0,204.0
28159,36752,1,1,1,160.0,160.0,160.0
28159,37338,1,1,1,240.0,240.0,240.0
28159,40146,1,1,1,96.0,96.0,96.0
28159,40280,1,1,1,120.0,120.0,120.0
28159,40550,1,1,1,204.0,204.0,204.0
28159,40868,1,1,1,2992.0,2992.0,2992.0
28159,41317,1,1,1,108.0,108.0,108.0
28159,43821,1,1,1,240.0,240.0,240.0
28159,43824,1,1,1,300.0,300.0,300.0
28159,44319,1,1,1,660.0,660.0,660.0
28159,45132,1,1,1,300.0,300.0,300.0
28159,45875,1,1,1,108.0,108.0,108.0
28159,46945,1,1,1,108.0,108.0,108.0
28159,48209,1,1,1,240.0,240.0,240.0
28159,48632,1,1,1,238.0,238.0,238.0
28159,48805,1,1,1,504.0,504.0,504.0
28159,52307,1,1,1,150.0,150.0,150.0
28159,53402,2,1,2,240.0,240.0,240.0
28159,54110,1,1,1,120.0,120.0,120.0
28159,54731,1,1,1,1026.0,1026.0,1026.0
28159,55316,1,1,1,204.0,204.0,204.0
28159,55942,1,1,1,204.0,204.0,204.0
28159,57030,1,1,1,432.0,432.0,432.0
28159,58737,1,1,1,280.0,280.0,280.0
28159,59864,1,1,1,1040.0,1040.0,1040.0
28159,60462,1,1,1,240.0,240.0,240.0
28159,61650,1,1,1,300.0,300.0,300.0
28159,62027,1,1,1,60.0,60.0,60.0
28159,62761,1,1,1,108.0,108.0,108.0
28159,63631,1,1,1,378.0,378.0,378.0
28159,63848,1,1,1,240.0,240.0,240.0
28159,64036,1,1,1,300.0,300.0,300.0
28159,64084,1,1,1,260.0,260.0,260.0
28159,65610,1,1,1,60.0,60.0,60.0
28159,67416,2,1,2,378.0,378.0,378.0
28159,67625,1,1,1,300.0,300.0,300.0
28159,67870,1,1,1,108.0,108.0,108.0
28159,68319,1,1,1,108.0,108.0,108.0
28159,72718,1,1,1,540.0,540.0,540.0
28159,73056,1,1,1,240.0,240.0,240.0
28159,73121,1,1,1,120.0,120.0,120.0
28159,73548,1,1,1,120.0,120.0,120.0
28159,75025,1,1,1,504.0,504.0,504.0
28159,76883,1,1,1,240.0,240.0,240.0
28159,77514,1,1,1,540.0,540.0,540.0
28159,78783,2,1,2,1287.0,1287.0,1287.0
28159,79239,1,1,1,240.0,240.0,240.0
28159,79408,1,1,1,120.0,120.0,120.0
28159,85709,1,1,1,238.0,238.0,238.0
28159,87729,1,1,1,204.0,204.0,204.0
28159,92059,3,1,3,504.0,504.0,504.0
28159,93624,1,1,1,210.0,210.0,210.0
28159,94702,1,1,1,204.0,204.0,204.0
28159,94808,1,1,1,495.0,495.0,495.0
28159,95119,1,1,1,240.0,240.0,240.0
28159,95565,1,1,1,120.0,120.0,120.0
28159,95940,1,1,1,120.0,120.0,120.0
28159,96704,1,1,1,360.0,360.0,360.0
28159,98527,1,1,1,504.0,504.0,504.0
28208,29469,1,1,1,125.0,125.0,125.0
28208,32953,1,1,1,125.0,125.0,125.0
28208,47853,1,1,1,350.0,350.0,350.0
28208,48179,1,1,1,1728.0,1728.0,1728.0
28208,57544,1,1,1,216.0,216.0,216.0
28208,63015,1,1,1,1000.0,1000.0,1000.0
28208,68713,1,1,1,64.0,64.0,64.0
28208,83421,1,1,1,1000.0,1000.0,1000.0
28208,98127,1,1,1,64.0,64.0,64.0
28208,98538,1,1,1,125.0,125.0,125.0
30521,1922,2,1,2,108.0,108.0,108.0
30521,4286,1,1,1,60.0,60.0,60.0
30521,7068,1,1,1,60.0,60.0,60.0
30521,12946,1,1,1,540.0,540.0,540.0
30521,19904,1,1,1,5200.0,5200.0,5200.0
30521,20017,1,1,1,450.0,450.0,450.0
30521,20069,1,1,1,60.0,60.0,60.0
30521,29851,1,1,1,300.0,300.0,300.0
30521,33301,4,1,4,240.0,240.0,240.0
30521,40801,1,1,1,120.0,120.0,120.0
30521,43067,1,1,1,300.0,300.0,300.0
30521,51502,1,1,1,60.0,60.0,60.0
30521,53051,1,1,1,300.0,300.0,300.0
30521,54950,1,1,1,60.0,60.0,60.0
30521,56662,1,1,1,60.0,60.0,60.0
30521,62891,1,1,1,60.0,60.0,60.0
30521,63348,1,1,1,60.0,60.0,60.0
30521,66062,1,1,1,120.0,120.0,120.0
30521,75683,1,1,1,540.0,540.0,540.0
30521,83316,1,1,1,300.0,300.0,300.0
30521,84333,1,1,1,60.0,60.0,60.0
30521,85019,1,1,1,300.0,300.0,300.0
30521,98538,1,1,1,108.0,108.0,108.0
32958,11416,2,1,2,60.0,60.0,60.0
32958,17020,1,1,1,108.0,108.0,108.0
32958,32126,1,1,1,108.0,108.0,108.0
32958,38863,1,1,1,108.0,108.0,108.0
32958,44314,1,1,1,60.0,60.0,60.0
32958,54862,1,1,1,1040.0,1040.0,1040.0
32958,57374,1,1,1,108.0,108.0,108.0
32958,60960,1,1,1,234.0,234.0,234.0
32958,62634,1,1,1,60.0,60.0,60.0
32958,62639,1,1,1,162.0,162.0,162.0
32958,66062,1,1,1,108.0,108.0,108.0
32958,91913,1,1,1,624.0,624.0,624.0
32958,92423,1,1,1,162.0,162.0,162.0
32958,95001,1,1,1,162.0,162.0,162.0
33090,5858,1,1,1,480.0,480.0,480.0
33090,7109,1,1,1,96.0,96.0,96.0
33090,11717,1,1,1,80.0,80.0,80.0
33090,15775,1,1,1,80.0,80.0,80.0
33090,18612,1,1,1,80.0,80.0,80.0
33090,37929,2,1,2,96.0,96.0,96.0
33090,52354,1,1,1,96.0,96.0,96.0
33090,55554,2,1,2,80.0,80.0,80.0
33090,56330,1,1,1,80.0,80.0,80.0
33090,58451,1,1,1,96.0,96.0,96.0
33090,59402,2,1,2,96.0,96.0,96.0
33090,72445,1,1,1,96.0,96.0,96.0
33090,76265,1,1,1,80.0,80.0,80.0
33090,78213,3,1,3,80.0,80.0,80.0
34211,23504,1,1,1,150.0,150.0,150.0
34211,28039,1,1,1,238.0,238.0,238.0
34211,35956,1,1,1,238.0,238.0,238.0
34211,91123,1,1,1,238.0,238.0,238.0
34211,97008,1,1,1,238.0,238.0,238.0
35972,10040,4,1,4,1716.0,1716.0,1716.0
35972,11717,1,1,1,660.0,660.0,660.0
35972,15435,1,1,1,1716.0,1716.0,1716.0
35972,37924,1,1,1,1540.0,1540.0,1540.0
35972,38554,1,1,1,1045.0,1045.0,1045.0
35972,38732,1,1,1,1716.0,1716.0,1716.0
35972,40740,1,1,1,660.0,660.0,660.0
35972,42031,1,1,1,1045.0,1045.0,1045.0
35972,53774,1,1,1,1045.0,1045.0,1045.0
35972,53817,1,1,1,1320.0,1320.0,1320.0
35972,55926,1,1,1,5200.0,5200.0,5200.0
35972,61315,1,1,1,660.0,660.0,660.0
35972,75490,1,1,1,1100.0,1100.0,1100.0
35972,88342,1,1,1,1540.0,1540.0,1540.0
36039,1915,1,1,1,1547.0,1547.0,1547.0
36039,2769,6,1,6,504.0,504.0,504.0
36039,4095,1,1,1,108.0,108.0,108.0
36039,4609,1,1,1,1040.0,1040.0,1040.0
36039,5101,1,1,1,234.0,234.0,234.0
36039,7513,1,1,1,108.0,108.0,108.0
36039,8405,1,1,1,60.0,60.0,60.0
36039,12186,1,1,1,108.0,108.0,108.0
36039,13208,1,1,1,5200.0,5200.0,5200.0
36039,13302,1,1,1,108.0,108.0,108.0
36039,13364,1,1,1,3696.0,3696.0,3696.0
36039,13601,1,1,1,154.0,154.0,154.0
36039,14055,1,1,1,154.0,154.0,154.0
36039,15038,1,1,1,540.0,540.0,540.0
36039,15136,2,1,2,240.0,240.0,240.0
36039,15732,1,1,1,108.0,108.0,108.0
36039,16406,1,1,1,120.0,120.0,120.0
36039,17127,1,1,1,405.0,405.0,405.0
36039,17339,1,1,1,104.0,104.0,104.0
36039,18971,1,1,1,1638.0,1638.0,1638.0
36039,19119,1,1,1,120.0,120.0,120.0
36039,19706,1,1,1,540.0,540.0,540.0
36039,20392,1,1,1,504.0,504.0,504.0
36039,20585,1,1,1,300.0,300.0,300.0
